ItemID	Title	Authors	Year
377	Collected Poems	A. E. (George William Russell)	1920
378	Misalliance	Shaw, George Bernard	1919
379	The Matador of the Five Towns and Other Stories	Bennett, Arnold	1912
380	The Master Builder	Ibsen, Henrik	1892
381	Anna of the Five Towns	Bennett, Arnold	1902
382	Gallagher and Other Stories	Davis, Richard Harding	1919
383	Mrs. Wiggs of the Cabbage Patch	Rice, Alice Caldwell Hegan	1901
384	The Casting Away of Mrs. Lecks and Mrs. Aleshine	Stockton, Frank Richard	1886
385	The Honeymoon: A Comedy in Three Acts	Bennett, Arnold	1910
386	Sacred and Profane Love: A Novel in Three Episodes	Bennett, Arnold	1905
387	Children of the Ghetto: A Study of a Peculiar People	Zangwill, Israel	1892
388	Nonsense Novels	Leacock, Stephen	1920
389	The Man-Made World; Or, Our Androcentric Culture	Gilman, Charlotte Perkins	1911
390	Interpretations of Poetry and Religion	Santayana, George	1900
391	Denry the Audacious	Bennett, Arnold	1911
392	Psycho-Analysis and Its Place in Life	Bradby, M. K.	1919
393	The Black Monk	Chekhov, Anton Pavlovich	1903
394	Mankind in the Making	Wells, H. G. (Herbert George)	1903
395	Literary Taste: How to Form It	Bennett, Arnold	1909
396	Tarr	Lewis, Wyndham	1918
397	The Sense of the Past	James, Henry	1917
398	The Great Adventure		
399	Man and Superman	Shaw, George Bernard	1903
400	The Brass Check	Sinclair, Upton	1919
401	The Loom of Youth	Waugh, Alec (Alexander Raban)	1917
402	In Chancery (The Forsyte Saga)	Galsworthy, John	1920
403	Deirdre of the Sorrows	Synge, John Millington	1910
404	Legend	Dane, Clemence	1919
405	The Hungry Stones and Other Stories	Tagore, Rabindranath	1916
406	The Spirit of American Literature	Macy, John Albert	1913
407	A History of American Literature	Trent, William P. (William Peterfield)	1903
408	Strange Meetings	Monro, Harold	1917
409	Up to Midnight: A Series of Dialogues Contributed to The Graphic	Meredith, George	1913
410	The Times Literary Supplement		
411	The Playboy of the Western World	Synge, John Millington	1907
412	The Wine of the Puritans	Brooks, Van Wyck	1908
413	Out of the East: Reveries and Studies in New Japan	Hearn, Lafcadio	1895
414	J. M. Synge: A Critical Study	Howe, P. P. (Percival Presland)	1912
415	The Survival of Man: A Study in Unrecognized Human Faculty	Lodge, Oliver	1909
416	Poems and Stories	Kipling, Rudyard	
417	Percy Bysshe Shelley		
418	The Gardener	Tagore, Rabindranath	1913
419	Martin Schüler	Wilson, Romer	1919
420	The Tinker's Wedding	Synge, John Millington	1904
421	Potterism	Macaulay, Rose	1920
422	The World's Illusion	Wassermann, Jakob	1920
423	The Third Window	Sedgwick, Anne Douglas	1920
424	Riders to the Sea	Synge, John Millington	1911
425	Bernard Shaw: A Critical Study	Howe, P. P. (Percival Presland)	1914
426	The Tragic Comedians: A Study in a Well-Known Story	Meredith, George	1898
427	The Chorus Girl and Other Stories	Chekhov, Anton Pavlovich	1920
428	The Road	London, Jack	1907
429	This Side of Paradise	Fitzgerald, F. Scott	1920
430	Enjoyment of Poetry	Eastman, Max	1921
431	Vailima Letters: Correspondence addressed by Robert Louis Stevenson to Sidney Colvin	Stevenson, Robert Louis	1895
432	Ann Veronica	Wells, H. G. (Herbert George)	1909
433	Under Western Eyes	Conrad, Joseph	1911
434	Russia in the Shadows	Wells, H. G. (Herbert George)	1921
435	Boon	Wells, H. G. (Herbert George)	1915
436	Our Women: Chapters on the Sex-Discord	Bennett, Arnold	1920
437	The Age of Innocence	Wharton, Edith	1920
438	The Soul of a Bishop	Wells, H. G. (Herbert George)	1917
439	Tales of Mystery and Imagination	Poe, Edgar Allan	
440	My Reminiscences	Tagore, Rabindranath	1916
441	The Doctor's Dilemma	Shaw, George Bernard	1911
442	Appreciations and Criticisms of the Works of Charles Dickens	Chesterton, G. K. (Gilbert Keith)	1911
443	A Crystal Age	Hudson, W. H. (William Henry)	1887
444	Three Men on the Bummel	Jerome, Jerome Klapka	1900
445	Oxford Lectures on Poetry	Bradley, A. C. (Andrew Cecil)	1909
446	Tono-Bungay	Wells, H. G. (Herbert George)	1909
447	The Book of Tea	Okakura, Kakūzo	1906
448	Magic: A Fantastic Comedy	Chesterton, G. K. (Gilbert Keith)	1913
449	The Four Georges: The English Humourists of the Eighteenth Century	Thackeray, William Makepeace	1869
450	Mummery: A Tale of Three Idealists	Cannan, Gilbert	1919
451	Salomé	Wilde, Oscar	1891
452	Margaret Fuller		
453	Poor White	Anderson, Sherwood	1920
454	What Religion Is	Bosanquet, Bernard	1920
455	Diary of a Pilgrimage	Jerome, Jerome Klapka	1891
456	Villa Elsa	Henry, Stuart Oliver	1920
457	The Captives: A Novel in Four Parts	Walpole, Hugh	1920
458	The Strangers' Wedding; or, The Comedy of a Romantic	George, Walter Lionel	1916
459	Victory: An Island Tale	Conrad, Joseph	1915
460	The King of the Dark Chamber	Tagore, Rabindranath	1910
461	The Autobiography of Margot Asquith	Asquith, Margot	1920
462	Women and Economics	Gilman, Charlotte Perkins	1915
463	The Letters of Henry James	James, Henry	1920
464	A Short History of the English People	Green, John Richard	1874
465	The Note Books		
466	Margot Asquith, an Autobiography	Asquith, Margot	1920
467	Green Apple Harvest	Kaye-Smith, Sheila	1920
468	Main Street: The Story of Carol Kennicott	Lewis, Sinclair	1920
469	Shakespeare	Shakespeare, William	
470	The Candle of Vision	A. E. (George William Russell)	1918
471	Raymond or Life and Death	Lodge, Oliver	1916
472	Zuleika Dobson	Beerbohm, Max	1911
473	Moon-Calf	Dell, Floyd	1920
474	The Rainbow Trail: A Romance	Grey, Zane	1915
475	Life's Little Ironies: A Set of Tales, with Some Colloquial Sketches, Entitled, A Few Crusted Characters	Hardy, Thomas	1894
476	Winesburg Ohio: A Group of Tales of Ohio Small Town Life	Anderson, Sherwood	1919
477	The Strength of the Strong	London, Jack	1911
478	Gold and Iron	Hergesheimer, Joseph	1918
479	One of Us: A Novel in Verse	Frankau, Gilbert	1912
480	This Monstrous Regiment of Women	Ford, Ford Madox	1913
481	Familiar Studies of Men and Books	Stevenson, Robert Louis	1882
482	French Profiles	Gosse, Edmund	1905
483	Our America	Frank, Waldo	1919
484	The Admirable Crichton	Barrie, J. M. (James Matthew)	1902
485	The Hillman	Oppenheim, E. Phillips (Edward Phillips)	1917
486	Across the Plains	Stevenson, Robert Louis	1892
487	The Lost Girl	Lawrence, D. H. (David Herbert)	1920
488	Thomas Hardy	Child, Harold	1916
489	Time and Eternity: A Tale Of Three Exiles	Cannan, Gilbert	1919
490	Tommy and Co.	Jerome, Jerome Klapka	1904
491	Essays and Lectures		
492	Greek Studies: A Series of Essays	Pater, Walter	1901
493	Fables in Slang	Ade, George	1899
494	The Crescent Moon		
495	Honeycomb (Pilgrimage 3)	Richardson, Dorothy M.	1917
496	Green Mansions: A Romance of the Tropical Forest	Hudson, W. H. (William Henry)	1904
497	Deadlock (Pilgrimage 6)	Richardson, Dorothy M.	1921
498	Imaginations and Reveries	A. E. (George William Russell)	1915
499	What the Public Wants	Bennett, Arnold	1911
500	Japanese Noh Plays: How to See Them	Nogami, Toyoichirō	
501	In [unclear]		
502	A Critic in Pall Mall	Wilde, Oscar	1919
503	Burning Daylight	London, Jack	1913
504	The Unofficial Honeymoon	Wyllarde, Dolf (Dorothy Margarette Selby Lowndes)	1911
505	The Sacred Wood: Essays on Poetry and Criticism	Eliot, T. S. (Thomas Stearns)	1920
506	Young France and New America	de Lanux, Pierre	1917
507	Married Life	Bennett, Arnold	1919
508	The Well of the Saints: A Play in Three Acts	Synge, John Millington	1905
509	The Daniel Jazz and Other Poems	Lindsay, Vachel	1920
510	Speculative Dialogues	Abercrombie, Lascelles	1913
511	Coventry Patmore		
512	The Meaning of Good: A Dialogue	Dickinson, G. (Goldsworthy) Lowes	1901
513	A History of Elizabethan Literature (History of English Literature 1)	Saintsbury, George	1887
514	Love and a Woman	Mansfield, Charlotte	1909
515	For Better, for Worse	Maxwell, W. B. (William Babington)	1920
516	Willam Blake's Works	Blake, William	
517	The Irrational Knot	Shaw, George Bernard	1905
518	The Note-Books of Samuel Butler	Butler, Samuel	1907
519	Freud		
520	Dilemmas: Stories and Studies in Sentiment	Dowson, Ernest Christopher	1895
521	A Hilltop on the Marne	Aldrich, Mildred	1915
522	Rudyard Kipling	Palmer, John	1918
523	The Private Papers of Henry Ryecroft	Gissing, George Robert	1903
524	Character and Opinion in the United States	Santayana, George	1920
525	An Unsocial Socialist	Shaw, George Bernard	1917
526	H. G. Wells	Beresford, J. D. (John Davys)	1915
527	Some Contemporary Poets	Monro, Harold	1920
528	French Ways and Their Meaning	Wharton, Edith	1919
529	The Evolution of an Intellectual	Murry, John Middleton	1920
530	Soviet Russia		
531	The Vicar of Wakefield	Goldsmith, Oliver	1766
532	Tremendous Trifles	Chesterton, G. K. (Gilbert Keith)	1909
533	Evelyn Innes	Moore, George	1898
534	Backwater (Pilgrimage 2)	Richardson, Dorothy M.	1916
535	Ten Days That Shook the World	Reed, John	1919
536	Letters and Diary of Alan Seeger	Seeger, Alan	1917
537	Love among the Artists	Shaw, George Bernard	1900
538	A Kiss for Cinderella: A Comedy	Barrie, J. M. (James Matthew)	1920
539	The Cycle of Spring	Tagore, Rabindranath	1919
540	Little Essays Drawn from the Writings of George Santayana	Santayana, George	1920
541	Collected Poems of James Elroy Flecker	Flecker, James Elroy	1916
542	Prose Papers	Drinkwater, John	1917
543	Queen Victoria	Strachey, Giles Lytton	1921
544	A Treasury of English Prose	Smith, Logan Pearsall	1920
545	Books in General: First Series	Eagle, Solomon (John Collings Squire)	1917
546	Carnival	Mackenzie, Compton	1912
547	Poetical Works	Bridges, Robert	
548	The American	James, Henry	1877
549	Selections from Modern Poets	Squire, J. C. (John Collings)	1921
550	The Stucco House	Cannan, Gilbert	1917
551	Mashi and Other Stories	Tagore, Rabindranath	1918
552	Rossetti's Poetical Works		
553	Glimpses of Unfamiliar Japan	Hearn, Lafcadio	1894
554	Eminent Victorians	Strachey, Giles Lytton	1918
555	Tess of the d'Urbervilles	Hardy, Thomas	1891
556	Strange Case of Dr. Jekyll and Mr. Hyde	Stevenson, Robert Louis	1886
557	The Street of Adventure	Gibbs, Philip	1909
558	The Trespasser	Lawrence, D. H. (David Herbert)	1912
559	Poems, 1901 – 1908	De la Mare, Walter	1920
560	Fifty Contemporary One-Act Plays		1920
561	Tendencies in Modern American Poetry	Lowell, Amy	1917
562	Witter Bynner		
563	Books and Their Writers	Mais, S. P. B.	1920
564	Books in General: Second Series	Eagle, Solomon (John Collings Squire)	1920
565	Turns and Movies and Other Tales in Verse	Aiken, Conrad	1916
566	Love and Marriage	Key, Ellen Karolina Sofia	1911
567	New Worlds for Old	Wells, H. G. (Herbert George)	1908
568	The History of Mr. Polly	Wells, H. G. (Herbert George)	1910
569	Manalive	Chesterton, G. K. (Gilbert Keith)	1912
570	Books on the Table	Gosse, Edmund	1921
571	Married Love; or, Love in Marriage	Stopes, Marie Carmichael	1918
572	The Gay-Dombeys	Johnston, Harry Hamilton	1919
573	1914 and Other Poems	Brooke, Rupert	1915
574	Invincible Minnie	Holding, Elisabeth Sanxay	1920
575	Out of the Air	Gilmore, Inez Haynes	1921
576	The Iron Age	Young, Francis Brett	1916
577	Miscellany of American [unclear]		
578	The Letters of a Post-Impressionist: Being the Familiar Correspondence of Vincent van Gogh	Gogh, Vincent van	1913
579	New Grub Street	Gissing, George Robert	1891
580	Twelve Men	Dreiser, Theodore	1919
581	The House of Cobwebs	Gissing, George Robert	1906
582	The Sheik	Hull, E. M. (Edith Maud)	1921
583	Gleanings in Buddha-Fields: Studies of the Hand and Soul in the Far East	Hearn, Lafcadio	1897
584	Women in Love	Lawrence, D. H. (David Herbert)	1920
585	The Russian Theatre under the Revolution	Sayler, Oliver	1920
586	Cornhuskers	Sandburg, Carl	1918
587	The Passionate Elopement	Mackenzie, Compton	1911
588	The Man Who Was King		
589	Back to Methuselah (A Metabiological Pentateuch)	Shaw, George Bernard	1921
590	Gitanjali	Tagore, Rabindranath	1912
591	Love and Mr. Lewisham	Wells, H. G. (Herbert George)	1900
592	They Went	Douglas, Norman (George Norman)	1920
593	Samuel Butler	Jones, Henry Festing	1920
594	New Voices: An Introduction to Contemporary Poetry	Wilkinson, Marguerite	1919
595	The Twilight of the Souls	Couperus, Louis	1917
596	Galusha the Magnificent	Lincoln, Joseph Crosby	1921
597	Scaramouche	Sabatini, Rafael	1921
598	The Life of Walter Pater	Wright, Thomas	1907
599	The Salvaging of Civilization: The Probable Future of Mankind	Wells, H. G. (Herbert George)	1921
600	The Greek View of Life	Dickinson, G. (Goldsworthy) Lowes	1920
601	Smoke and Steel	Sandburg, Carl	1921
602	The Author's Craft	Bennett, Arnold	1914
603	Elizabeth Browning		
604	George Meredith: His Life and Art in Anecdote and Criticism	Hammerton, John Alexander	1909
605	The Mayor of Casterbridge	Hardy, Thomas	1886
606	The Coquette; Or, the History of Eliza Wharton	Foster, Hannah Webster	1797
607	Prostitution in Europe	Flexner, Abraham	1919
608	Self and Self Management	Bennett, Arnold	1918
609	Nationalism	Tagore, Rabindranath	1917
610	Woman and the New Race	Sanger, Margaret Higgins	1920
611	Brass: A Novel of a Marriage	Norris, Charles Gilman	1921
612	Musical Portraits	Rosenfeld, Paul	1920
613	Shakespeare's Sonnets Reconsidered	Shakespeare, William	1899
614	John Bull's Other Island	Shaw, George Bernard	1907
615	The Nation		
616	A Chair on the Boulevard	Merrick, Leonard	1917
617	A Child's Garden of Verses	Stevenson, Robert Louis	1885
618	Relativity	Conway, Arthur William	1915
619	Tahiti	Calderon, George	1921
620	A Child's Primer of Natural History	Herford, Oliver	1899
621	Conrad in Quest of His Youth	Merrick, Leonard	1903
622	Autobiographia	Whitman, Walt	1892
623	Hedda Gabler	Ibsen, Henrik	1891
624	Adam and Caroline	O'Riordan, Conal	1921
625	A Doll's House	Ibsen, Henrik	1889
626	The Interpretation of Dreams	Freud, Sigmund	1913
627	Books in General: Third Series	Eagle, Solomon (John Collings Squire)	1921
628	Evelina: Or, the History of a Young Lady's Entrance into the World	Burney, Frances (Fanny)	1778
629	Poems	Emerson, Ralph Waldo	
630	Studies in the Psychology of Sex	Ellis, Havelock	1897
631	Open the Door	Carswell, Catherine	1920
632	Alice Adams	Tarkington, Booth	1921
633	Plays	Yeats, William Butler	
634	Marching Men	Anderson, Sherwood	1917
635	The Erotic Motive In Literature	Mordell, Albert	1919
636	Tales from a Rolltop Desk	Morley, Christopher	1921
637	No. 26 Jayne Street	Austin, Mary (Mary Hunter)	1920
638	Love and Unlove	Child, Harold	1921
639	The Newcomes	Thackeray, William Makepeace	1855
640	The Theatre Advancing	Craig, Edward Gordon	1919
641	Plays by August Strindberg: Second Series	Strindberg, August	1913
642	Undergrowth		
643	Shakespeare: A Critical Study of His Mind and Art	Dowden, Edward	1875
644	Rich Relatives	Mackenzie, Compton	1921
645	The Groper	Armstrong, Harold Hunter (Henry G. Aikman)	1919
646	The Young Enchanted	Walpole, Hugh	1921
647	Half Hours	Barrie, J. M. (James Matthew)	1914
648	Sense and Sensibility	Austen, Jane	1811
649	Umbra: The Early Poems of Ezra Pound	Pound, Ezra	1920
650	The Pleasures of Innocence		
651	Colors of Life: Poems and Songs and Sonnets	Eastman, Max	1918
652	Shakespeare	Dowden, Edward	1877
653	The Diary of an American Girl		
654	September		
655	The Prussian Officer and Other Stories	Lawrence, D. H. (David Herbert)	1914
656	The Narrow House	Scott, Evelyn	1921
657	How to Tell the Birds from the Flowers: A Manual of Flornithology for Beginners	Wood, Robert Williams	1907
658	The New Machiavelli	Wells, H. G. (Herbert George)	1910
659	Joanna Godden	Kaye-Smith, Sheila	1921
660	Rabelais, His Life	Powys, John Cowper	1913
661	A Hasty Bunch	McAlmon, Robert	1921
662	That Which Hath Wings: A Novel of the Day	Dehan, Richard	1918
663	The Young Physician	Young, Francis Brett	1920
664	My Antonia	Cather, Willa	1918
665	The White Peacock	Lawrence, D. H. (David Herbert)	1911
666	To Let (The Forsyte Saga)	Galsworthy, John	1921
667	The Fugitive		
668	Beyond the Horizon	O'Neill, Eugene	1920
669	God's Counterpoint	Beresford, J. D. (John Davys)	1918
670	The Country House	Galsworthy, John	1907
671	Sonia: Between Two Worlds	McKenna, Stephen	1917
672	Specimens of Early English	Morris, Richard	1867
673	The Brimming Cup	Fisher, Dorothy Canfield	1921
674	The Voyage Out	Woolf, Virginia	1915
675	Our Kingdom	Bojer, Johan	1920
676	Mountain Blood: A Novel	Hergesheimer, Joseph	1915
677	Collected Poems of Thomas Hardy	Hardy, Thomas	1919
678	Pleasure		
679	Sex and Character	Weininger, Otto	1903
680	Ladies Whose Bright Eyes: A Romance	Ford, Ford Madox	1911
681	A Daughter of the Snows	London, Jack	1902
682	Cheerful by Request	Ferber, Edna	1918
683	The Iron Heel	London, Jack	1907
684	The Jacket	London, Jack	1915
685	Tender Buttons	Stein, Gertrude	1914
686	Ch[unclear]		
687	Samuel Taylor Coleridge		
688	The Valley Captives	Macaulay, Rose	1911
689	Revolution: A Novel	Beresford, J. D. (John Davys)	1921
690	Keats's Poems	Keats, John	
691	Dr. Adriaan	Couperus, Louis	1918
692	The Second Blooming	George, Walter Lionel	1914
693	The History of Tom Jones, a Foundling	Fielding, Henry	1749
694	The Freeman		
695	The Trembling of a Leaf: Little Stories of the South Sea Islands	Maugham, William Somerset	1921
696	Ditte, Daughter of Man	Andersen-Nexø, Martin	1921
697	An Imperfect Mother	Beresford, J. D. (John Davys)	1920
698	Winged Words		
699	Leda	Huxley, Aldous	1920
700	Pamela Herself	Coke, Desmond (Desmond Francis Talbot)	1922
701	The Private Character of Queen Elizabeth	Chamberlin, Frederick Carleton	1922
702	Shakespeare	Raleigh, Walter Alexander	1907
703	Cubists and Post-Impressionism	Eddy, Arthur Jerome	1914
704	The Confession of Ursula Trent	George, Walter Lionel	1921
705	The Task of Social Hygiene	Ellis, Havelock	1912
706	An Honest Thief	Dostoyevsky, Fyodor (Фёдор Михайлович Достоевский)	1919
707	Crome Yellow	Huxley, Aldous	1921
708	The Life and Death of Harriet Frean	Sinclair, May	1922
709	The Emperor's Death		
710	Sons and Lovers	Lawrence, D. H. (David Herbert)	1913
711	South Wind	Douglas, Norman (George Norman)	1917
712	The Defendant	Chesterton, G. K. (Gilbert Keith)	1901
713	The Triumph of the Egg	Anderson, Sherwood	1921
714	The Moon of the Caribbees, and Six Other Plays of the Sea	O'Neill, Eugene	1919
715	I Have Only Myself to Blame	Bibesco, Elizabeth	1921
716	Jane Eyre	Brontë, Charlotte	1847
717	Youth and the Bright Medusa	Cather, Willa	1920
718	The Early Life and Adventures of Sylvia Scarlett	Mackenzie, Compton	1918
719	The Four Horsemen of the Apocalypse	Ibáñez, Vicente Blasco	1918
720	Love's Labour's Lost	Shakespeare, William	1598
721	Ardours and Endurances	Nichols, Robert	1918
722	Poems	Flecker, James Elroy	
723	Sylvia & Michael	Mackenzie, Compton	1919
724	The Emperor Jones	O'Neill, Eugene	1921
725	Elinor Colhouse	Hudson, Stephen	1921
726	The Oppidan	Leslie, Shane (John Randolph)	1922
727	The Man of Property (The Forsyte Saga)	Galsworthy, John	1906
728	The Second Generation		
729	Esther Waters	Moore, George	1894
730	The Garden Party and Other Stories	Mansfield, Katherine	1922
731	Lord Arthur Savile's Crime and Other Stories	Wilde, Oscar	1891
732	Vera	Arnim, Elizabeth von (Mary Annette Beauchamp)	1921
733	A Mummer's Wife	Moore, George	1885
734	Miss Julie and Other Plays	Strindberg, August	1918
735	Bliss and Other Stories	Mansfield, Katherine	1920
